DATAFLOW,LAST UPDATE,freq,na_item,unit,geo,TIME_PERIOD,OBS_VALUE,OBS_FLAG,CONF_STATUS
ESTAT:TEC00001(1.0),06/01/26 23:00:00,Annual,Gross domestic product at market prices,"Current prices, million euro",Hungary,2018,136580.0,,
ESTAT:TEC00001(1.0),06/01/26 23:00:00,Annual,Gross domestic product at market prices,"Current prices, million euro",Hungary,2019,147373.2,,
ESTAT:TEC00001(1.0),06/01/26 23:00:00,Annual,Gross domestic product at market prices,"Current prices, million euro",Hungary,2020,138954.5,,
ESTAT:TEC00001(1.0),06/01/26 23:00:00,Annual,Gross domestic product at market prices,"Current prices, million euro",Hungary,2021,154971.7,,
ESTAT:TEC00001(1.0),06/01/26 23:00:00,Annual,Gross domestic product at market prices,"Current prices, million euro",Hungary,2022,168546.2,,
ESTAT:TEC00001(1.0),06/01/26 23:00:00,Annual,Gross domestic product at market prices,"Current prices, million euro",Hungary,2023,197178.7,,
ESTAT:TEC00001(1.0),06/01/26 23:00:00,Annual,Gross domestic product at market prices,"Current prices, million euro",Hungary,2024,206040.1,p,
ESTAT:TEC00001(1.0),06/01/26 23:00:00,Annual,Gross domestic product at market prices,"Current prices, million euro",Ireland,2013,182908.6,,
ESTAT:TEC00001(1.0),06/01/26 23:00:00,Annual,Gross domestic product at market prices,"Current prices, million euro",Ireland,2014,200594.9,,
ESTAT:TEC00001(1.0),06/01/26 23:00:00,Annual,Gross domestic product at market prices,"Current prices, million euro",Ireland,2015,272282.9,,
ESTAT:TEC00001(1.0),06/01/26 23:00:00,Annual,Gross domestic product at market prices,"Current prices, million euro",Ireland,2016,275933.1,,
ESTAT:TEC00001(1.0),06/01/26 23:00:00,Annual,Gross domestic product at market prices,"Current prices, million euro",Ireland,2017,308366.0,,
ESTAT:TEC00001(1.0),06/01/26 23:00:00,Annual,Gross domestic product at market prices,"Current prices, million euro",Ireland,2018,335136.0,,
ESTAT:TEC00001(1.0),06/01/26 23:00:00,Annual,Gross domestic product at market prices,"Current prices, million euro",Ireland,2019,363752.6,,
ESTAT:TEC00001(1.0),06/01/26 23:00:00,Annual,Gross domestic product at market prices,"Current prices, million euro",Ireland,2020,381728.7,,
ESTAT:TEC00001(1.0),06/01/26 23:00:00,Annual,Gross domestic product at market prices,"Current prices, million euro",Ireland,2021,448445.1,,
ESTAT:TEC00001(1.0),06/01/26 23:00:00,Annual,Gross domestic product at market prices,"Current prices, million euro",Ireland,2022,520718.4,,
ESTAT:TEC00001(1.0),06/01/26 23:00:00,Annual,Gross domestic product at market prices,"Current prices, million euro",Ireland,2023,524728.8,,
ESTAT:TEC00001(1.0),06/01/26 23:00:00,Annual,Gross domestic product at market prices,"Current prices, million euro",Ireland,2024,562794.2,,
ESTAT:TEC00001(1.0),06/01/26 23:00:00,Annual,Gross domestic product at market prices,"Current prices, million euro",Iceland,2013,12222.7,,
ESTAT:TEC00001(1.0),06/01/26 23:00:00,Annual,Gross domestic product at market prices,"Current prices, million euro",Iceland,2014,13611.7,,
ESTAT:TEC00001(1.0),06/01/26 23:00:00,Annual,Gross domestic product at market prices,"Current prices, million euro",Iceland,2015,15960.5,,
ESTAT:TEC00001(1.0),06/01/26 23:00:00,Annual,Gross domestic product at market prices,"Current prices, million euro",Iceland,2016,19067.0,,
ESTAT:TEC00001(1.0),06/01/26 23:00:00,Annual,Gross domestic product at market prices,"Current prices, million euro",Iceland,2017,22211.8,,
ESTAT:TEC00001(1.0),06/01/26 23:00:00,Annual,Gross domestic product at market prices,"Current prices, million euro",Iceland,2018,22591.2,,
ESTAT:TEC00001(1.0),06/01/26 23:00:00,Annual,Gross domestic product at market prices,"Current prices, million euro",Iceland,2019,22315.1,,
ESTAT:TEC00001(1.0),06/01/26 23:00:00,Annual,Gross domestic product at market prices,"Current prices, million euro",Iceland,2020,19302.5,,
ESTAT:TEC00001(1.0),06/01/26 23:00:00,Annual,Gross domestic product at market prices,"Current prices, million euro",Iceland,2021,22188.1,,
ESTAT:TEC00001(1.0),06/01/26 23:00:00,Annual,Gross domestic product at market prices,"Current prices, million euro",Iceland,2022,27738.9,,
ESTAT:TEC00001(1.0),06/01/26 23:00:00,Annual,Gross domestic product at market prices,"Current prices, million euro",Iceland,2023,29333.6,,
ESTAT:TEC00001(1.0),06/01/26 23:00:00,Annual,Gross domestic product at market prices,"Current prices, million euro",Iceland,2024,30696.5,,
ESTAT:TEC00001(1.0),06/01/26 23:00:00,Annual,Gross domestic product at market prices,"Current prices, million euro",Italy,2013,1621260.7,,
ESTAT:TEC00001(1.0),06/01/26 23:00:00,Annual,Gross domestic product at market prices,"Current prices, million euro",Italy,2014,1635870.7,,
ESTAT:TEC00001(1.0),06/01/26 23:00:00,Annual,Gross domestic product at market prices,"Current prices, million euro",Italy,2015,1663277.7,,
ESTAT:TEC00001(1.0),06/01/26 23:00:00,Annual,Gross domestic product at market prices,"Current prices, million euro",Italy,2016,1704856.7,,
ESTAT:TEC00001(1.0),06/01/26 23:00:00,Annual,Gross domestic product at market prices,"Current prices, million euro",Italy,2017,1744493.0,,
ESTAT:TEC00001(1.0),06/01/26 23:00:00,Annual,Gross domestic product at market prices,"Current prices, million euro",Italy,2018,1777744.4,,
ESTAT:TEC00001(1.0),06/01/26 23:00:00,Annual,Gross domestic product at market prices,"Current prices, million euro",Italy,2019,1804066.8,,
ESTAT:TEC00001(1.0),06/01/26 23:00:00,Annual,Gross domestic product at market prices,"Current prices, million euro",Italy,2020,1670011.9,,
ESTAT:TEC00001(1.0),06/01/26 23:00:00,Annual,Gross domestic product at market prices,"Current prices, million euro",Italy,2021,1842507.4,,
ESTAT:TEC00001(1.0),06/01/26 23:00:00,Annual,Gross domestic product at market prices,"Current prices, million euro",Italy,2022,1998072.6,,
ESTAT:TEC00001(1.0),06/01/26 23:00:00,Annual,Gross domestic product at market prices,"Current prices, million euro",Italy,2023,2142601.7,,
ESTAT:TEC00001(1.0),06/01/26 23:00:00,Annual,Gross domestic product at market prices,"Current prices, million euro",Italy,2024,2199619.4,,
ESTAT:TEC00001(1.0),06/01/26 23:00:00,Annual,Gross domestic product at market prices,"Current prices, million euro",Liechtenstein,2013,4812.4,,
ESTAT:TEC00001(1.0),06/01/26 23:00:00,Annual,Gross domestic product at market prices,"Current prices, million euro",Liechtenstein,2014,5021.7,,
ESTAT:TEC00001(1.0),06/01/26 23:00:00,Annual,Gross domestic product at market prices,"Current prices, million euro",Liechtenstein,2015,5649.1,,
ESTAT:TEC00001(1.0),06/01/26 23:00:00,Annual,Gross domestic product at market prices,"Current prices, million euro",Liechtenstein,2016,5637.7,,
ESTAT:TEC00001(1.0),06/01/26 23:00:00,Annual,Gross domestic product at market prices,"Current prices, million euro",Liechtenstein,2017,5734.6,,
ESTAT:TEC00001(1.0),06/01/26 23:00:00,Annual,Gross domestic product at market prices,"Current prices, million euro",Liechtenstein,2018,5666.3,,
ESTAT:TEC00001(1.0),06/01/26 23:00:00,Annual,Gross domestic product at market prices,"Current prices, million euro",Liechtenstein,2019,5750.1,,
ESTAT:TEC00001(1.0),06/01/26 23:00:00,Annual,Gross domestic product at market prices,"Current prices, million euro",Liechtenstein,2020,5618.0,,
ESTAT:TEC00001(1.0),06/01/26 23:00:00,Annual,Gross domestic product at market prices,"Current prices, million euro",Liechtenstein,2021,6688.5,,
ESTAT:TEC00001(1.0),06/01/26 23:00:00,Annual,Gross domestic product at market prices,"Current prices, million euro",Liechtenstein,2022,7011.9,p,
ESTAT:TEC00001(1.0),06/01/26 23:00:00,Annual,Gross domestic product at market prices,"Current prices, million euro",Liechtenstein,2023,7661.0,e,
ESTAT:TEC00001(1.0),06/01/26 23:00:00,Annual,Gross domestic product at market prices,"Current prices, million euro",Lithuania,2013,34874.0,,
ESTAT:TEC00001(1.0),06/01/26 23:00:00,Annual,Gross domestic product at market prices,"Current prices, million euro",Lithuania,2014,36410.1,,
ESTAT:TEC00001(1.0),06/01/26 23:00:00,Annual,Gross domestic product at market prices,"Current prices, million euro",Lithuania,2015,37440.7,,
ESTAT:TEC00001(1.0),06/01/26 23:00:00,Annual,Gross domestic product at market prices,"Current prices, million euro",Lithuania,2016,38820.7,,
ESTAT:TEC00001(1.0),06/01/26 23:00:00,Annual,Gross domestic product at market prices,"Current prices, million euro",Lithuania,2017,42274.6,,
ESTAT:TEC00001(1.0),06/01/26 23:00:00,Annual,Gross domestic product at market prices,"Current prices, million euro",Lithuania,2018,45947.4,,
ESTAT:TEC00001(1.0),06/01/26 23:00:00,Annual,Gross domestic product at market prices,"Current prices, million euro",Lithuania,2019,49239.2,,
ESTAT:TEC00001(1.0),06/01/26 23:00:00,Annual,Gross domestic product at market prices,"Current prices, million euro",Lithuania,2020,50264.6,,
ESTAT:TEC00001(1.0),06/01/26 23:00:00,Annual,Gross domestic product at market prices,"Current prices, million euro",Lithuania,2021,56709.1,,
ESTAT:TEC00001(1.0),06/01/26 23:00:00,Annual,Gross domestic product at market prices,"Current prices, million euro",Lithuania,2022,67081.1,,
ESTAT:TEC00001(1.0),06/01/26 23:00:00,Annual,Gross domestic product at market prices,"Current prices, million euro",Lithuania,2023,74317.0,,
ESTAT:TEC00001(1.0),06/01/26 23:00:00,Annual,Gross domestic product at market prices,"Current prices, million euro",Lithuania,2024,78996.2,,
ESTAT:TEC00001(1.0),06/01/26 23:00:00,Annual,Gross domestic product at market prices,"Current prices, million euro",Luxembourg,2013,49094.5,,
ESTAT:TEC00001(1.0),06/01/26 23:00:00,Annual,Gross domestic product at market prices,"Current prices, million euro",Luxembourg,2014,51791.3,,
ESTAT:TEC00001(1.0),06/01/26 23:00:00,Annual,Gross domestic product at market prices,"Current prices, million euro",Luxembourg,2015,54142.3,,
ESTAT:TEC00001(1.0),06/01/26 23:00:00,Annual,Gross domestic product at market prices,"Current prices, million euro",Luxembourg,2016,56208.1,,
ESTAT:TEC00001(1.0),06/01/26 23:00:00,Annual,Gross domestic product at market prices,"Current prices, million euro",Luxembourg,2017,58168.8,,
ESTAT:TEC00001(1.0),06/01/26 23:00:00,Annual,Gross domestic product at market prices,"Current prices, million euro",Luxembourg,2018,60193.4,,
ESTAT:TEC00001(1.0),06/01/26 23:00:00,Annual,Gross domestic product at market prices,"Current prices, million euro",Luxembourg,2019,62415.0,,
ESTAT:TEC00001(1.0),06/01/26 23:00:00,Annual,Gross domestic product at market prices,"Current prices, million euro",Luxembourg,2020,64499.2,,
ESTAT:TEC00001(1.0),06/01/26 23:00:00,Annual,Gross domestic product at market prices,"Current prices, million euro",Luxembourg,2021,73039.5,,
ESTAT:TEC00001(1.0),06/01/26 23:00:00,Annual,Gross domestic product at market prices,"Current prices, million euro",Luxembourg,2022,76731.2,,
ESTAT:TEC00001(1.0),06/01/26 23:00:00,Annual,Gross domestic product at market prices,"Current prices, million euro",Luxembourg,2023,82115.5,,
ESTAT:TEC00001(1.0),06/01/26 23:00:00,Annual,Gross domestic product at market prices,"Current prices, million euro",Luxembourg,2024,86180.3,,
ESTAT:TEC00001(1.0),06/01/26 23:00:00,Annual,Gross domestic product at market prices,"Current prices, million euro",Latvia,2013,21997.0,,
ESTAT:TEC00001(1.0),06/01/26 23:00:00,Annual,Gross domestic product at market prices,"Current prices, million euro",Latvia,2014,22790.5,,
ESTAT:TEC00001(1.0),06/01/26 23:00:00,Annual,Gross domestic product at market prices,"Current prices, million euro",Latvia,2015,23744.3,,
ESTAT:TEC00001(1.0),06/01/26 23:00:00,Annual,Gross domestic product at market prices,"Current prices, million euro",Latvia,2016,24498.2,,
ESTAT:TEC00001(1.0),06/01/26 23:00:00,Annual,Gross domestic product at market prices,"Current prices, million euro",Latvia,2017,26017.1,,
ESTAT:TEC00001(1.0),06/01/26 23:00:00,Annual,Gross domestic product at market prices,"Current prices, million euro",Latvia,2018,28153.4,,
ESTAT:TEC00001(1.0),06/01/26 23:00:00,Annual,Gross domestic product at market prices,"Current prices, million euro",Latvia,2019,29567.0,,
ESTAT:TEC00001(1.0),06/01/26 23:00:00,Annual,Gross domestic product at market prices,"Current prices, million euro",Latvia,2020,29224.3,,
ESTAT:TEC00001(1.0),06/01/26 23:00:00,Annual,Gross domestic product at market prices,"Current prices, million euro",Latvia,2021,32283.8,,
ESTAT:TEC00001(1.0),06/01/26 23:00:00,Annual,Gross domestic product at market prices,"Current prices, million euro",Latvia,2022,36088.7,,
ESTAT:TEC00001(1.0),06/01/26 23:00:00,Annual,Gross domestic product at market prices,"Current prices, million euro",Latvia,2023,39564.2,,
ESTAT:TEC00001(1.0),06/01/26 23:00:00,Annual,Gross domestic product at market prices,"Current prices, million euro",Latvia,2024,40359.4,,
ESTAT:TEC00001(1.0),06/01/26 23:00:00,Annual,Gross domestic product at market prices,"Current prices, million euro",Montenegro,2013,3329.6,,
ESTAT:TEC00001(1.0),06/01/26 23:00:00,Annual,Gross domestic product at market prices,"Current prices, million euro",Montenegro,2014,3447.2,,
ESTAT:TEC00001(1.0),06/01/26 23:00:00,Annual,Gross domestic product at market prices,"Current prices, million euro",Montenegro,2015,3615.0,,
ESTAT:TEC00001(1.0),06/01/26 23:00:00,Annual,Gross domestic product at market prices,"Current prices, million euro",Montenegro,2016,3936.6,,
ESTAT:TEC00001(1.0),06/01/26 23:00:00,Annual,Gross domestic product at market prices,"Current prices, million euro",Montenegro,2017,4252.5,,
ESTAT:TEC00001(1.0),06/01/26 23:00:00,Annual,Gross domestic product at market prices,"Current prices, million euro",Montenegro,2018,4600.9,,
ESTAT:TEC00001(1.0),06/01/26 23:00:00,Annual,Gross domestic product at market prices,"Current prices, million euro",Montenegro,2019,4898.4,,
ESTAT:TEC00001(1.0),06/01/26 23:00:00,Annual,Gross domestic product at market prices,"Current prices, million euro",Montenegro,2020,4144.8,,
ESTAT:TEC00001(1.0),06/01/26 23:00:00,Annual,Gross domestic product at market prices,"Current prices, million euro",Montenegro,2021,4923.2,,
ESTAT:TEC00001(1.0),06/01/26 23:00:00,Annual,Gross domestic product at market prices,"Current prices, million euro",Montenegro,2022,5944.4,,
ESTAT:TEC00001(1.0),06/01/26 23:00:00,Annual,Gross domestic product at market prices,"Current prices, million euro",Montenegro,2023,7068.8,,
ESTAT:TEC00001(1.0),06/01/26 23:00:00,Annual,Gross domestic product at market prices,"Current prices, million euro",Montenegro,2024,7644.5,,
ESTAT:TEC00001(1.0),06/01/26 23:00:00,Annual,Gross domestic product at market prices,"Current prices, million euro",North Macedonia,2013,8149.6,,
ESTAT:TEC00001(1.0),06/01/26 23:00:00,Annual,Gross domestic product at market prices,"Current prices, million euro",North Macedonia,2014,8562.0,,
ESTAT:TEC00001(1.0),06/01/26 23:00:00,Annual,Gross domestic product at market prices,"Current prices, million euro",North Macedonia,2015,9072.3,,
ESTAT:TEC00001(1.0),06/01/26 23:00:00,Annual,Gross domestic product at market prices,"Current prices, million euro",North Macedonia,2016,9656.5,,
ESTAT:TEC00001(1.0),06/01/26 23:00:00,Annual,Gross domestic product at market prices,"Current prices, million euro",North Macedonia,2017,10038.3,,
ESTAT:TEC00001(1.0),06/01/26 23:00:00,Annual,Gross domestic product at market prices,"Current prices, million euro",North Macedonia,2018,10744.0,,
ESTAT:TEC00001(1.0),06/01/26 23:00:00,Annual,Gross domestic product at market prices,"Current prices, million euro",North Macedonia,2019,11262.0,,
ESTAT:TEC00001(1.0),06/01/26 23:00:00,Annual,Gross domestic product at market prices,"Current prices, million euro",North Macedonia,2020,10851.7,,
ESTAT:TEC00001(1.0),06/01/26 23:00:00,Annual,Gross domestic product at market prices,"Current prices, million euro",North Macedonia,2021,11834.7,,
ESTAT:TEC00001(1.0),06/01/26 23:00:00,Annual,Gross domestic product at market prices,"Current prices, million euro",North Macedonia,2022,13243.2,,
ESTAT:TEC00001(1.0),06/01/26 23:00:00,Annual,Gross domestic product at market prices,"Current prices, million euro",North Macedonia,2023,14667.4,,
ESTAT:TEC00001(1.0),06/01/26 23:00:00,Annual,Gross domestic product at market prices,"Current prices, million euro",North Macedonia,2024,15672.0,p,
ESTAT:TEC00001(1.0),06/01/26 23:00:00,Annual,Gross domestic product at market prices,"Current prices, million euro",Malta,2013,8129.4,,
ESTAT:TEC00001(1.0),06/01/26 23:00:00,Annual,Gross domestic product at market prices,"Current prices, million euro",Malta,2014,8948.5,,
ESTAT:TEC00001(1.0),06/01/26 23:00:00,Annual,Gross domestic product at market prices,"Current prices, million euro",Malta,2015,10221.4,,
ESTAT:TEC00001(1.0),06/01/26 23:00:00,Annual,Gross domestic product at market prices,"Current prices, million euro",Malta,2016,10864.3,,
ESTAT:TEC00001(1.0),06/01/26 23:00:00,Annual,Gross domestic product at market prices,"Current prices, million euro",Malta,2017,12535.7,,
ESTAT:TEC00001(1.0),06/01/26 23:00:00,Annual,Gross domestic product at market prices,"Current prices, million euro",Malta,2018,13678.6,,
ESTAT:TEC00001(1.0),06/01/26 23:00:00,Annual,Gross domestic product at market prices,"Current prices, million euro",Malta,2019,14594.2,,
ESTAT:TEC00001(1.0),06/01/26 23:00:00,Annual,Gross domestic product at market prices,"Current prices, million euro",Malta,2020,14362.4,,
ESTAT:TEC00001(1.0),06/01/26 23:00:00,Annual,Gross domestic product at market prices,"Current prices, million euro",Malta,2021,16680.2,,
ESTAT:TEC00001(1.0),06/01/26 23:00:00,Annual,Gross domestic product at market prices,"Current prices, million euro",Malta,2022,17985.1,,
ESTAT:TEC00001(1.0),06/01/26 23:00:00,Annual,Gross domestic product at market prices,"Current prices, million euro",Malta,2023,20923.4,,
ESTAT:TEC00001(1.0),06/01/26 23:00:00,Annual,Gross domestic product at market prices,"Current prices, million euro",Malta,2024,23125.0,,
ESTAT:TEC00001(1.0),06/01/26 23:00:00,Annual,Gross domestic product at market prices,"Current prices, million euro",Netherlands,2013,665567.0,,
ESTAT:TEC00001(1.0),06/01/26 23:00:00,Annual,Gross domestic product at market prices,"Current prices, million euro",Netherlands,2014,678627.0,,
ESTAT:TEC00001(1.0),06/01/26 23:00:00,Annual,Gross domestic product at market prices,"Current prices, million euro",Netherlands,2015,699175.0,,
ESTAT:TEC00001(1.0),06/01/26 23:00:00,Annual,Gross domestic product at market prices,"Current prices, million euro",Netherlands,2016,720175.0,,
ESTAT:TEC00001(1.0),06/01/26 23:00:00,Annual,Gross domestic product at market prices,"Current prices, million euro",Netherlands,2017,750861.0,,
ESTAT:TEC00001(1.0),06/01/26 23:00:00,Annual,Gross domestic product at market prices,"Current prices, million euro",Netherlands,2018,787273.0,,
ESTAT:TEC00001(1.0),06/01/26 23:00:00,Annual,Gross domestic product at market prices,"Current prices, million euro",Netherlands,2019,829767.0,,
ESTAT:TEC00001(1.0),06/01/26 23:00:00,Annual,Gross domestic product at market prices,"Current prices, million euro",Netherlands,2020,816463.0,,
ESTAT:TEC00001(1.0),06/01/26 23:00:00,Annual,Gross domestic product at market prices,"Current prices, million euro",Netherlands,2021,891550.0,,
ESTAT:TEC00001(1.0),06/01/26 23:00:00,Annual,Gross domestic product at market prices,"Current prices, million euro",Netherlands,2022,993820.0,,
ESTAT:TEC00001(1.0),06/01/26 23:00:00,Annual,Gross domestic product at market prices,"Current prices, million euro",Netherlands,2023,1050133.0,,
ESTAT:TEC00001(1.0),06/01/26 23:00:00,Annual,Gross domestic product at market prices,"Current prices, million euro",Netherlands,2024,1122459.0,,
ESTAT:TEC00001(1.0),06/01/26 23:00:00,Annual,Gross domestic product at market prices,"Current prices, million euro",Norway,2013,395856.8,,
ESTAT:TEC00001(1.0),06/01/26 23:00:00,Annual,Gross domestic product at market prices,"Current prices, million euro",Norway,2014,378456.4,,
ESTAT:TEC00001(1.0),06/01/26 23:00:00,Annual,Gross domestic product at market prices,"Current prices, million euro",Norway,2015,349756.7,,
ESTAT:TEC00001(1.0),06/01/26 23:00:00,Annual,Gross domestic product at market prices,"Current prices, million euro",Norway,2016,335396.5,,
ESTAT:TEC00001(1.0),06/01/26 23:00:00,Annual,Gross domestic product at market prices,"Current prices, million euro",Norway,2017,356288.5,,
ESTAT:TEC00001(1.0),06/01/26 23:00:00,Annual,Gross domestic product at market prices,"Current prices, million euro",Norway,2018,372657.6,,
ESTAT:TEC00001(1.0),06/01/26 23:00:00,Annual,Gross domestic product at market prices,"Current prices, million euro",Norway,2019,365130.5,,
ESTAT:TEC00001(1.0),06/01/26 23:00:00,Annual,Gross domestic product at market prices,"Current prices, million euro",Norway,2020,322823.8,,
ESTAT:TEC00001(1.0),06/01/26 23:00:00,Annual,Gross domestic product at market prices,"Current prices, million euro",Norway,2021,425445.6,,
ESTAT:TEC00001(1.0),06/01/26 23:00:00,Annual,Gross domestic product at market prices,"Current prices, million euro",Norway,2022,567468.3,,
ESTAT:TEC00001(1.0),06/01/26 23:00:00,Annual,Gross domestic product at market prices,"Current prices, million euro",Norway,2023,446533.8,,
ESTAT:TEC00001(1.0),06/01/26 23:00:00,Annual,Gross domestic product at market prices,"Current prices, million euro",Norway,2024,446866.1,,
ESTAT:TEC00001(1.0),06/01/26 23:00:00,Annual,Gross domestic product at market prices,"Current prices, million euro",Poland,2013,390177.0,,
ESTAT:TEC00001(1.0),06/01/26 23:00:00,Annual,Gross domestic product at market prices,"Current prices, million euro",Poland,2014,408714.7,,
ESTAT:TEC00001(1.0),06/01/26 23:00:00,Annual,Gross domestic product at market prices,"Current prices, million euro",Poland,2015,432485.8,,
ESTAT:TEC00001(1.0),06/01/26 23:00:00,Annual,Gross domestic product at market prices,"Current prices, million euro",Poland,2016,427658.6,,
ESTAT:TEC00001(1.0),06/01/26 23:00:00,Annual,Gross domestic product at market prices,"Current prices, million euro",Poland,2017,469071.2,,
ESTAT:TEC00001(1.0),06/01/26 23:00:00,Annual,Gross domestic product at market prices,"Current prices, million euro",Poland,2018,503951.0,,
ESTAT:TEC00001(1.0),06/01/26 23:00:00,Annual,Gross domestic product at market prices,"Current prices, million euro",Poland,2019,538423.5,,
ESTAT:TEC00001(1.0),06/01/26 23:00:00,Annual,Gross domestic product at market prices,"Current prices, million euro",Poland,2020,531827.4,,
ESTAT:TEC00001(1.0),06/01/26 23:00:00,Annual,Gross domestic product at market prices,"Current prices, million euro",Poland,2021,583001.4,,
ESTAT:TEC00001(1.0),06/01/26 23:00:00,Annual,Gross domestic product at market prices,"Current prices, million euro",Poland,2022,661712.3,,
ESTAT:TEC00001(1.0),06/01/26 23:00:00,Annual,Gross domestic product at market prices,"Current prices, million euro",Poland,2023,751931.7,,
ESTAT:TEC00001(1.0),06/01/26 23:00:00,Annual,Gross domestic product at market prices,"Current prices, million euro",Poland,2024,848490.9,,
ESTAT:TEC00001(1.0),06/01/26 23:00:00,Annual,Gross domestic product at market prices,"Current prices, million euro",Portugal,2013,170675.6,,
ESTAT:TEC00001(1.0),06/01/26 23:00:00,Annual,Gross domestic product at market prices,"Current prices, million euro",Portugal,2014,173186.7,,
ESTAT:TEC00001(1.0),06/01/26 23:00:00,Annual,Gross domestic product at market prices,"Current prices, million euro",Portugal,2015,179392.7,,
ESTAT:TEC00001(1.0),06/01/26 23:00:00,Annual,Gross domestic product at market prices,"Current prices, million euro",Portugal,2016,186380.7,,
ESTAT:TEC00001(1.0),06/01/26 23:00:00,Annual,Gross domestic product at market prices,"Current prices, million euro",Portugal,2017,195509.1,,
ESTAT:TEC00001(1.0),06/01/26 23:00:00,Annual,Gross domestic product at market prices,"Current prices, million euro",Portugal,2018,204997.6,,
ESTAT:TEC00001(1.0),06/01/26 23:00:00,Annual,Gross domestic product at market prices,"Current prices, million euro",Portugal,2019,214489.9,,
ESTAT:TEC00001(1.0),06/01/26 23:00:00,Annual,Gross domestic product at market prices,"Current prices, million euro",Portugal,2020,201032.7,,
ESTAT:TEC00001(1.0),06/01/26 23:00:00,Annual,Gross domestic product at market prices,"Current prices, million euro",Portugal,2021,216493.7,,
ESTAT:TEC00001(1.0),06/01/26 23:00:00,Annual,Gross domestic product at market prices,"Current prices, million euro",Portugal,2022,243957.1,,
ESTAT:TEC00001(1.0),06/01/26 23:00:00,Annual,Gross domestic product at market prices,"Current prices, million euro",Portugal,2023,270352.6,,
ESTAT:TEC00001(1.0),06/01/26 23:00:00,Annual,Gross domestic product at market prices,"Current prices, million euro",Portugal,2024,289428.0,p,
ESTAT:TEC00001(1.0),06/01/26 23:00:00,Annual,Gross domestic product at market prices,"Current prices, million euro",Romania,2013,142936.0,,
ESTAT:TEC00001(1.0),06/01/26 23:00:00,Annual,Gross domestic product at market prices,"Current prices, million euro",Romania,2014,150528.8,,
ESTAT:TEC00001(1.0),06/01/26 23:00:00,Annual,Gross domestic product at market prices,"Current prices, million euro",Romania,2015,160289.0,,
ESTAT:TEC00001(1.0),06/01/26 23:00:00,Annual,Gross domestic product at market prices,"Current prices, million euro",Romania,2016,167497.1,,
ESTAT:TEC00001(1.0),06/01/26 23:00:00,Annual,Gross domestic product at market prices,"Current prices, million euro",Romania,2017,186399.2,,
ESTAT:TEC00001(1.0),06/01/26 23:00:00,Annual,Gross domestic product at market prices,"Current prices, million euro",Romania,2018,204780.7,,
ESTAT:TEC00001(1.0),06/01/26 23:00:00,Annual,Gross domestic product at market prices,"Current prices, million euro",Romania,2019,223341.4,,
ESTAT:TEC00001(1.0),06/01/26 23:00:00,Annual,Gross domestic product at market prices,"Current prices, million euro",Romania,2020,219839.8,,
ESTAT:TEC00001(1.0),06/01/26 23:00:00,Annual,Gross domestic product at market prices,"Current prices, million euro",Romania,2021,240986.6,,
ESTAT:TEC00001(1.0),06/01/26 23:00:00,Annual,Gross domestic product at market prices,"Current prices, million euro",Romania,2022,280777.4,,
ESTAT:TEC00001(1.0),06/01/26 23:00:00,Annual,Gross domestic product at market prices,"Current prices, million euro",Romania,2023,321577.9,,
ESTAT:TEC00001(1.0),06/01/26 23:00:00,Annual,Gross domestic product at market prices,"Current prices, million euro",Romania,2024,353633.1,p,
ESTAT:TEC00001(1.0),06/01/26 23:00:00,Annual,Gross domestic product at market prices,"Current prices, million euro",Serbia,2013,37978.2,,
ESTAT:TEC00001(1.0),06/01/26 23:00:00,Annual,Gross domestic product at market prices,"Current prices, million euro",Serbia,2014,37014.0,,
ESTAT:TEC00001(1.0),06/01/26 23:00:00,Annual,Gross domestic product at market prices,"Current prices, million euro",Serbia,2015,37219.6,,
ESTAT:TEC00001(1.0),06/01/26 23:00:00,Annual,Gross domestic product at market prices,"Current prices, million euro",Serbia,2016,38164.7,,
ESTAT:TEC00001(1.0),06/01/26 23:00:00,Annual,Gross domestic product at market prices,"Current prices, million euro",Serbia,2017,40828.4,,
ESTAT:TEC00001(1.0),06/01/26 23:00:00,Annual,Gross domestic product at market prices,"Current prices, million euro",Serbia,2018,44710.6,,
ESTAT:TEC00001(1.0),06/01/26 23:00:00,Annual,Gross domestic product at market prices,"Current prices, million euro",Serbia,2019,48104.5,,
ESTAT:TEC00001(1.0),06/01/26 23:00:00,Annual,Gross domestic product at market prices,"Current prices, million euro",Serbia,2020,49024.2,,
ESTAT:TEC00001(1.0),06/01/26 23:00:00,Annual,Gross domestic product at market prices,"Current prices, million euro",Serbia,2021,55931.3,,
ESTAT:TEC00001(1.0),06/01/26 23:00:00,Annual,Gross domestic product at market prices,"Current prices, million euro",Serbia,2022,63512.8,,
ESTAT:TEC00001(1.0),06/01/26 23:00:00,Annual,Gross domestic product at market prices,"Current prices, million euro",Serbia,2023,75205.2,p,
ESTAT:TEC00001(1.0),06/01/26 23:00:00,Annual,Gross domestic product at market prices,"Current prices, million euro",Serbia,2024,83257.9,p,
ESTAT:TEC00001(1.0),06/01/26 23:00:00,Annual,Gross domestic product at market prices,"Current prices, million euro",Sweden,2013,439805.4,,
ESTAT:TEC00001(1.0),06/01/26 23:00:00,Annual,Gross domestic product at market prices,"Current prices, million euro",Sweden,2014,435639.5,,
